"Status","FullName","Directory","Name","Extension","OldLength","NewLength","OldLastWriteTime","NewLastWriteTime"
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000158","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000158","","86865","","2026-04-10 14:20:01",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000159","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000159","","111338","","2026-04-10 14:20:01",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00015a","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00015a","","123923","","2026-04-10 14:20:01",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00015b","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00015b","","25696","","2026-04-10 14:20:01",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00015e","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00015e","","90995","","2026-04-10 14:20:01",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260409.123450.128.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260409.123450.128.log",".log","1025589","","2026-04-09 13:02:39",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260409.130239.725.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260409.130239.725.log",".log","1024072","","2026-04-09 13:31:02",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260409.133102.659.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260409.133102.659.log",".log","1024924","","2026-04-09 14:09:47",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260409.140947.792.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260409.140947.792.log",".log","604198","","2026-04-09 14:29:07",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260410.141952.879.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260410.141952.879.log",".log","1024932","","2026-04-10 14:26:52",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260410.142652.221.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260410.142652.221.log",".log","1024127","","2026-04-10 14:44:10",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260410.144414.583.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260410.144414.583.log",".log","1024175","","2026-04-10 15:46:32",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260410.154637.378.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260410.154637.378.log",".log","1024155","","2026-04-10 16:28:07",""
"Deleted","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260410.162810.377.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260410.162810.377.log",".log","562252","","2026-04-10 17:25:56",""
"Deleted","C:\Users\Artem\Desktop\что есть codex.csv","C:\Users\Artem\Desktop","что есть codex.csv",".csv","388818","","2026-04-12 11:44:37",""
"New","C:\Users\Artem\AppData\Roaming\Apple Computer\iTunes\iPhone Updater Logs\iPhoneUpdater.log","C:\Users\Artem\AppData\Roaming\Apple Computer\iTunes\iPhone Updater Logs","iPhoneUpdater.log",".log","","491","","2026-04-12 12:44:22"
"New","C:\Users\Artem\AppData\Roaming\Apple Computer\Logs\asl.124310_120426.log","C:\Users\Artem\AppData\Roaming\Apple Computer\Logs","asl.124310_120426.log",".log","","3624","","2026-04-12 12:44:22"
"New","C:\Users\Artem\AppData\Roaming\FreeFileSync\Logs\[Последняя сессия] 2026-04-12 121412.270.html","C:\Users\Artem\AppData\Roaming\FreeFileSync\Logs","[Последняя сессия] 2026-04-12 121412.270.html",".html","","2084917","","2026-04-12 12:21:35"
"New","C:\Users\Artem\AppData\Roaming\FreeFileSync\Logs\[Последняя сессия] 2026-04-12 122258.963.html","C:\Users\Artem\AppData\Roaming\FreeFileSync\Logs","[Последняя сессия] 2026-04-12 122258.963.html",".html","","128072","","2026-04-12 12:25:35"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\1С Предприятие x86-64 (8.5.1.1150).lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar","1С Предприятие x86-64 (8.5.1.1150).lnk",".lnk","","2142","","2026-04-12 13:56:33"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Office\Recent\snapshot_2026-04-12_12-15-00.LNK","C:\Users\Artem\AppData\Roaming\Microsoft\Office\Recent","snapshot_2026-04-12_12-15-00.LNK",".LNK","","895","","2026-04-12 12:35:41"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Office\Recent\snapshots.LNK","C:\Users\Artem\AppData\Roaming\Microsoft\Office\Recent","snapshots.LNK",".LNK","","697","","2026-04-12 12:24:23"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Office\Recent\Лист Microsoft Excel.LNK","C:\Users\Artem\AppData\Roaming\Microsoft\Office\Recent","Лист Microsoft Excel.LNK",".LNK","","1036","","2026-04-12 13:09:25"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Libraries\CameraRoll.library-ms","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Libraries","CameraRoll.library-ms",".library-ms","","1018","","2026-04-12 13:39:55"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Libraries\SavedPictures.library-ms","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Libraries","SavedPictures.library-ms",".library-ms","","1024","","2026-04-12 13:39:55"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\BCUninstaller_6.1.0_portable.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","BCUninstaller_6.1.0_portable.lnk",".lnk","","727","","2026-04-12 13:36:03"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\PhotoLibrary.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","PhotoLibrary.lnk",".lnk","","494","","2026-04-12 12:22:56"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\SAVE.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","SAVE.lnk",".lnk","","469","","2026-04-12 12:34:15"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\SEO GPT Проект.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","SEO GPT Проект.lnk",".lnk","","844","","2026-04-12 13:09:23"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\snapshot_2026-04-12_12-15-00 (2).lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","snapshot_2026-04-12_12-15-00 (2).lnk",".lnk","","963","","2026-04-12 12:35:41"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\snapshot_2026-04-12_12-15-00.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","snapshot_2026-04-12_12-15-00.lnk",".lnk","","960","","2026-04-12 12:35:35"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\snapshots.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","snapshots.lnk",".lnk","","697","","2026-04-12 12:35:41"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\SyncSettings.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","SyncSettings.lnk",".lnk","","632","","2026-04-12 12:34:15"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\Лист Microsoft Excel.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","Лист Microsoft Excel.lnk",".lnk","","1126","","2026-04-12 13:09:23"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\очистка Windows ChatGPT.lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","очистка Windows ChatGPT.lnk",".lnk","","1235","","2026-04-12 13:15:23"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\Программы и компоненты (3).lnk","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent","Программы и компоненты (3).lnk",".lnk","","146","","2026-04-12 12:51:10"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\d5cdbbc93dab22e5.automaticDestinations-ms","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations","d5cdbbc93dab22e5.automaticDestinations-ms",".automaticDestinations-ms","","1536","","2026-04-12 12:34:15"
"New","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\58bee77c49899591.customDestinations-ms","C:\Users\Artem\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations","58bee77c49899591.customDestinations-ms",".customDestinations-ms","","4274","","2026-04-12 12:52:10"
"New","C:\Users\Artem\AppData\Roaming\Softphone\lockfile","C:\Users\Artem\AppData\Roaming\Softphone","lockfile","","","0","","2026-04-12 13:54:39"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00015f","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00015f","","","41644","","2026-04-12 13:54:40"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000160","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000160","","","41644","","2026-04-12 13:54:40"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000161","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000161","","","118188","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000162","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000162","","","35354","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000163","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000163","","","35354","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000164","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000164","","","32799","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000165","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000165","","","21301","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000166","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000166","","","50254","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000167","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000167","","","20159","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000168","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000168","","","23978","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000169","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000169","","","18644","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00016a","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00016a","","","49214","","2026-04-12 13:54:41"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00016b","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00016b","","","158545","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00016c","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00016c","","","114990","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00016d","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00016d","","","38186","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00016e","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00016e","","","21294","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00016f","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00016f","","","35059","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000170","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000170","","","17299","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000171","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000171","","","33724","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000172","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000172","","","140625","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000173","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000173","","","18288","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000174","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000174","","","30052","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000175","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000175","","","42702","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000176","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000176","","","128217","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000177","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000177","","","23748","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000178","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000178","","","111338","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000179","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000179","","","52426","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00017a","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00017a","","","86865","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00017b","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00017b","","","123923","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00017c","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00017c","","","25696","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00017d","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00017d","","","38005","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00017e","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00017e","","","41644","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_00017f","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_00017f","","","35354","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000180","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000180","","","371017","","2026-04-12 13:54:47"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000181","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000181","","","64320","","2026-04-12 13:54:48"
"New","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data\f_000182","C:\Users\Artem\AppData\Roaming\Softphone\Cache\Cache_Data","f_000182","","","90995","","2026-04-12 13:54:48"
"New","C:\Users\Artem\AppData\Roaming\Softphone\logs\Softphone.20260412.135439.189.log","C:\Users\Artem\AppData\Roaming\Softphone\logs","Softphone.20260412.135439.189.log",".log","","297308","","2026-04-12 13:58:15"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\62\5EC8DB8469C0","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\62","5EC8DB8469C0","","","6212","","2026-04-12 12:44:44"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\65\AA0570585029","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\65","AA0570585029","","","17028","","2026-04-12 13:35:14"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\7B\8028C3856CFA","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\7B","8028C3856CFA","","","19412","","2026-04-12 13:13:03"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\8B\7B938C171E3C","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\8B","7B938C171E3C","","","11188","","2026-04-12 12:42:14"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\91\2D02D514EFD9","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\91","2D02D514EFD9","","","18564","","2026-04-12 12:21:19"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\9F\DB911B3D24CC","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\9F","DB911B3D24CC","","","10372","","2026-04-12 13:33:45"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\B2\95ADCF761B2B","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\B2","95ADCF761B2B","","","13556","","2026-04-12 13:28:39"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\C2\B2B81C4DA3A3","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\C2","B2B81C4DA3A3","","","10756","","2026-04-12 12:55:54"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\E5\53E37B470A69","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data#2\cache\0\E5","53E37B470A69","","","13764","","2026-04-12 13:04:50"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\10\7310DB8F1427","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\10","7310DB8F1427","","","334020","","2026-04-12 13:29:00"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\9F\0EF62C84DF19","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\9F","0EF62C84DF19","","","140052","","2026-04-12 13:49:24"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\BF\9914DED02203","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\BF","9914DED02203","","","294772","","2026-04-12 13:48:03"
"New","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\FA\7794F9E0A648","C:\Users\Artem\AppData\Roaming\Telegram Desktop\tdata\user_data\cache\0\FA","7794F9E0A648","","","227172","","2026-04-12 12:26:32"
"New","C:\Users\Artem\AppData\Roaming\Tencent\xwechat\log\setup.mmap3","C:\Users\Artem\AppData\Roaming\Tencent\xwechat\log","setup.mmap3",".mmap3","","153600","","2026-04-12 13:52:04"
"New","C:\Users\Artem\Desktop\Soft\3uTools.lnk","C:\Users\Artem\Desktop\Soft","3uTools.lnk",".lnk","","877","","2026-04-12 12:48:41"
"New","D:\3uTools9\PlayerImageCache\255d23a47801e_59535a5b9872ddc8e9cf45a74f05971d.HEIC","D:\3uTools9\PlayerImageCache","255d23a47801e_59535a5b9872ddc8e9cf45a74f05971d.HEIC",".HEIC","","1846603","","2026-04-12 12:59:01"
"New","D:\3uTools9\PlayerImageCache\255d23a47801e_f20e062d27e647941ee31030dc7c1833.JPG","D:\3uTools9\PlayerImageCache","255d23a47801e_f20e062d27e647941ee31030dc7c1833.JPG",".JPG","","1497818","","2026-04-12 12:59:01"
